id,content
405,"คำถาม: นโยบายการให้กู้ยืม กยศ. สำหรับผู้กู้ยืมรายใหม่ ประจำปีการศึกษา 2568 ครั้งที่ 1 มีรายละเอียดอย่างไร และได้โควต้ากี่คน คำตอบ: การให้กู้ยืมสำหรับผู้กู้รายใหม่ ครั้งที่ 1 กองทุนมุ่งเน้นหลักสูตรที่พัฒนาทุนมนุษย์ด้านการศึกษา จำนวน 34 สาขาวิชา โดยมหาวิทยาลัยพะเยาได้รับยอดจัดสรรจำนวน 187 ราย และต้องส่งข้อมูลให้กองทุนภายในวันที่ 18 กรกฎาคม 2568 สำหรับสาขาอื่นๆ ต้องรอติดตามประกาศจากกองทุนในครั้งต่อไป โดยมหาวิทยาลัยจะนำส่งรายชื่อผู้กู้ใน 34 หลักสูตรแรกก่อน"
406,"คำถาม: กำหนดการสัมภาษณ์ผู้กู้ยืม กยศ. รายใหม่ ปีการศึกษา 2568 จัดขึ้นเมื่อไหร่และที่ไหน คำตอบ: มหาวิทยาลัยจะดำเนินการสัมภาษณ์เพื่อคัดเลือกผู้กู้ยืมรายใหม่ทั้งหมด ในวันที่ 15-17 กรกฎาคม 2568 เวลา 09.30 - 16.00 น. ณ หอประชุมพญางำเมือง"
407,"คำถาม: นิสิตที่มีสิทธิ์สัมภาษณ์ กยศ. รายใหม่ ปี 2568 ต้องเตรียมตัวและเตรียมเอกสารอะไรบ้าง คำตอบ: ให้นิสิตดำเนินการดังนี้ 1. ตรวจสอบรายชื่อผู้มีสิทธิ์และเข้ารับการสัมภาษณ์ตามที่มหาวิทยาลัยกำหนด 2. ดาวน์โหลดเอกสาร กยศ. 101 3. เตรียมเอกสาร กยศ. 102 หรือหนังสือรับรองรายได้ หรือหนังสือรับรองเงินเดือน หรือสลิปเงินเดือน 4. แต่งกายด้วยชุดนิสิต 5. หากนิสิตไม่เข้ารับการสัมภาษณ์จะถือว่าสละสิทธิ์"
408,"คำถาม: ขั้นตอนการขอรหัสผ่านเข้าระบบ DSL เพื่อเตรียมการกู้ยืมด้วยแอปพลิเคชัน กยศ. Connect มีอะไรบ้าง คำตอบ: ขั้นตอนมีดังนี้ 1. เข้าสู่แอป กยศ. Connect เลือก ลงทะเบียนขอสิทธิ์เข้าใช้งาน 2. เลือกช่องทางลงทะเบียนผ่านแอป เป๋าตัง หรือ บัตรประจำตัวประชาชน 3. กรณีเลือกบัตรประชาชน ให้กรอกข้อมูลส่วนตัว กด ยินยอมตามข้อกำหนด และ ถัดไป 4. เลือกยืนยันผ่าน อีเมล หรือ โทรศัพท์มือถือ แล้วกด ถัดไป 5. กรณียืนยันผ่านมือถือ ให้ใช้รหัส OTP ที่ได้รับแล้วกด ยืนยัน 6. ตั้งรหัสผ่านและกด ยืนยัน 7. ระบบแจ้งลงทะเบียนขอสิทธิ์สำเร็จ 8. ลงชื่อเข้าใช้งานครั้งแรก กรอกเลขบัตรประชาชนและรหัสผ่าน แล้วกด เข้าสู่ระบบ 9. กรณีใช้โทรศัพท์มือถือ ให้เลือกยืนยันตัวตนด้วยรหัส OTP แล้วกด รับรหัส OTP 10. ตั้งรหัส PIN 11. ระบบจะเข้าสู่หน้าหลักของแอปพลิเคชัน"
409,"คำถาม: การจัดทำสัญญากู้ยืมเงิน กยศ. ในส่วนของบัญชีรับโอนเงินและวิธีการชำระเงิน ต้องระบุข้อมูลอย่างไร คำตอบ: ในการจัดทำสัญญา ข้อมูลบัญชีรับโอนเงินค่าครองชีพต้องใช้บัญชีของธนาคารกรุงไทยเท่านั้น สำหรับวิธีการผ่อนชำระเงินคืนกองทุน สามารถเลือกรูปแบบการชำระได้ตามต้องการ เช่น รายเดือน รายไตรมาส รายปี หรือรายปีแบบขั้นบันได (Step Up)"
410,"คำถาม: กยศ. กู้อะไรได้บ้าง และสามารถเลือกกู้ยืมเพียงอย่างใดอย่างหนึ่งได้หรือไม่ คำตอบ: กยศ. สามารถกู้ค่าธรรมเนียมการศึกษาและค่าครองชีพได้ โดยค่าธรรมเนียมการศึกษาจะเป็นไปตามประกาศของมหาวิทยาลัย ถ้านิสิตคู่ขนานและควบโทจะกู้ได้เฉพาะสาขาวิชาหลัก ส่วนค่าครองชีพจะได้เดือนละ 3000 บาทเป็นเวลา 12 เดือน สาขาที่เรียน 2 เทอมจะเข้าเทอมละ 6 เดือน สาขาที่เรียน 3 เทอมจะเข้าเทอมละ 4 เดือน นิสิตสามารถเลือกกู้ยืมเพียงอย่างใดอย่างหนึ่งได้ตามความต้องการ"
411,"คำถาม: สาขาที่อยู่ระหว่างกองทุนพิจารณาจะกู้ กยศ. ได้หรือไม่ คำตอบ: สาขาที่อยู่ระหว่างกองทุนพิจารณา ต้องรอผลการพิจารณาก่อน หากทราบผลมหาวิทยาลัยจะแจ้งให้นิสิตทราบโดยเร็ว"
412,"คำถาม: การผ่อนผันค่าเทอม กยศ. สำหรับนิสิตปี 2-6 รายต่อเนื่อง ภาคเรียนที่ 1 ปีการศึกษา 2568 มีเงื่อนไขอย่างไร คำตอบ: กรณีที่ 1 กองทุนจัดสรรวงเงินมายังมหาวิทยาลัยก่อนวันชำระเงินค่าเทอม นิสิตต้องส่งแบบเบิกเงิน แล้วหน่วย กยศ. จะทำการผ่อนผันค่าเทอมให้ กรณีที่ 2 กองทุนยังไม่จัดสรรวงเงินให้สถานศึกษา หน่วย กยศ. จะทำการผ่อนผันค่าเทอมให้จนกว่าจะได้รับการจัดสรรวงเงินเฉพาะนิสิตที่ยื่นเอกสารการขอกู้ยืมเรียบร้อยแล้ว หากนิสิตไม่ได้รับการกู้ยืมต้องชำระค่าเทอมก่อนสอบกลางภาค และนิสิตรีรหัส ย้ายคณะสาขา กู้เกินหลักสูตรที่ไม่ใช่คู่ขนาน ต้องชำระเงินค่าเทอมด้วยตนเองตามปฏิทินการศึกษา"
413,"คำถาม: นิสิต TCAS 3 และ TCAS 4 ที่ประสงค์ขอกู้ กยศ. กับมหาวิทยาลัยพะเยา ต้องทำอย่างไร คำตอบ: 1. ดูบันทึกวีดีโอ live สด ทาง FB กยศ. มหาวิทยาลัยพะเยา 2. เตรียมเอกสารประกอบการกู้ยืม ได้แก่ สำเนาบัตรประชาชนผู้กู้ยืม หนังสือยินยอมเปิดเผยข้อมูล และหนังสือรับรองรายได้ 3. ยื่นความประสงค์ขอกู้ยืมทาง form ของมหาวิทยาลัยภายในวันที่ 18 มิถุนายน 2568 โดยนิสิตต้องยืนยันการเป็นนิสิตก่อนถึงจะทำแบบฟอร์มนี้ได้ 4. ติดตามประกาศเกี่ยวกับ กยศ. อย่างต่อเนื่อง"
414,"คำถาม: การกู้ กยศ. ของนิสิตชั้นปีที่ 2-6 รายต่อเนื่อง ต้องดำเนินการผ่อนผันและส่งแบบเบิกเงินอย่างไร คำตอบ: 1. ตรวจสอบรายชื่อผู้มีสิทธิ์ผ่อนผันค่าเล่าเรียนทางเว็บไซต์ วันที่ 4-10 มิถุนายน 2568 2. ทำแบบเบิกเงินกู้ยืมทางระบบ DSL วันที่ 4-16 มิถุนายน 2568 3. จัดส่งแบบเบิกเงิน 1 ฉบับ สำเนาบัตรประชาชนผู้กู้ยืม 1 ฉบับ และกรณีอายุไม่ถึง 20 ปีบริบูรณ์ต้องมีสำเนาบัตรประชาชนผู้แทนโดยชอบธรรม 1 ฉบับ ณ ห้องงานทุนการศึกษา วันที่ 4-16 มิถุนายน 2568 หากนิสิตไม่สามารถส่งแบบเบิกเงินได้ตามระยะเวลา จะถูกยกเลิกการผ่อนผันและต้องลงทะเบียนเรียนใหม่พร้อมชำระเงินด้วยตนเอง"
415,"คำถาม: วิธีการตรวจสอบการผ่อนผันค่าธรรมเนียมการศึกษา กรณีเป็นผู้กู้ยืม กยศ. ทำอย่างไร คำตอบ: ให้นิสิตเข้าสู่ระบบ Reg เลือกระบบทะเบียนออนไลน์ จากนั้นเลือกรายการด้านการเงิน และเลือกข้อมูลเงินกู้ยืม เพื่อตรวจสอบว่ามีเครื่องหมายถูกสีเขียวตามภาคเรียนที่ลงทะเบียนเรียนหรือไม่"
416,"คำถาม: การกรอกแบบคำขอกู้ยืมเงิน กยศ. 101 ต้องระบุข้อมูลอะไรบ้างและมีจุดไหนที่ต้องระวัง คำตอบ: 1. ติดรูปถ่ายของผู้ยื่นแบบคำขอกู้ 2. เลือกกรณีผู้รายใหม่ในช่องไม่เคยกู้ยืมเงิน 3. ระบุรายได้บิดามารดา หากไม่แน่นอนให้ประมาณการ 4. กรณีที่ไม่ได้อยู่กับบิดามารดา ให้กรอกข้อมูลผู้ปกครองที่ไม่ใช่บิดามารดา แต่ถ้าอยู่กับบิดามารดาไม่ต้องกรอกส่วนนี้ 5. เลือกความประสงค์กู้ยืมให้ชัดเจนว่ากู้ค่าเล่าเรียนและหรือค่าครองชีพ 6. ขีดฆ่าตัวเลือกที่ไม่เกี่ยวข้องออก เช่น สำเนาทะเบียนบ้าน 7. วาดแผนที่บ้านของตนเองจากจุดสำคัญของจังหวัดนั้นๆ และ 8. ลงชื่อนิสิตผู้กู้ยืม"
417,"คำถาม: ความคืบหน้าการกู้ยืม กยศ. ประจำปี 2568 อัปเดตล่าสุดมีสถานะเป็นอย่างไรบ้าง คำตอบ: รายเก่าเลื่อนชั้นปี มหาวิทยาลัยดำเนินการเรียบร้อย รอการโอนเงินจากธนาคาร รายเก่าเปลี่ยนระดับ ย้ายสถานศึกษา เปลี่ยนหลักสูตร และรายเก่ากู้เกินหลักสูตร ให้รอติดตามประกาศจากกองทุน ส่วนรายใหม่ ดำเนินการสัมภาษณ์ 15-17 กรกฎาคม 2568 โดยการพิจารณารอบที่ 1 จะเป็นกลุ่ม 34 สาขาวิชาตามแจ้ง สำหรับสาขาอื่นๆ รอประกาศจากกองทุน"
418,"คำถาม: ขั้นตอนการสัมภาษณ์ กยศ. มหาวิทยาลัยพะเยา ต้องทำอย่างไรบ้าง คำตอบ: 1. ตรวจสอบรายชื่อผู้มีสิทธิ์สัมภาษณ์ 2. เตรียมเอกสารและแต่งกายให้เรียบร้อย 3. ดูลำดับที่ของตนเองเพื่อนำมาลงทะเบียน 4. ลงทะเบียนตามวันที่ของคณะตนเอง 5. รับบัตรคิวและรอเข้าสัมภาษณ์ 6. เข้ารับการสัมภาษณ์ 7. รอประกาศผลการคัดเลือก หากนิสิตไม่อยู่ในบริเวณสัมภาษณ์และเลยลำดับคิวของตนเอง ต้องรับบัตรคิวใหม่"
419,"คำถาม: การทำแบบเบิกเงิน กยศ. ต้องกรอกจำนวนเงินค่าเล่าเรียนและค่าครองชีพอย่างไร คำตอบ: ในช่องค่าเล่าเรียนและค่าใช้จ่ายที่ผู้กู้สามารถเบิกได้ในภาคเรียนนี้ ให้กรอกตัวเลขตามจำนวนที่สถานศึกษากำหนด ส่วนค่าครองชีพจะระบุจำนวนเงินเดือนละ 3000 บาท"
420,"คำถาม: การลงนามในสัญญากู้ยืมและแบบเบิกเงิน กยศ. มีข้อควรระวังอย่างไร ใครต้องลงนามบ้าง คำตอบ: ต้องลงนามให้ครบทุกจุดและทุกฉบับด้วยลายมือชื่อที่เหมือนกัน ห้ามลงนามแทนกัน โดยผู้ที่ต้องลงนามประกอบด้วย 1. ผู้กู้ยืม 2. ผู้แทนโดยชอบธรรมหรือผู้ปกครองเฉพาะกรณีที่ผู้กู้ยืมอายุไม่เกิน 20 ปีบริบูรณ์ หากมีชื่อปรากฏต้องลงนาม หากไม่มีชื่อไม่ต้องลงนาม และ 3. พยาน 2 ท่านซึ่งต้องไม่ใช่คนเดียวกัน นอกจากนี้ห้ามใช้น้ำยาลบคำผิด หากมีรอยลบ ขีดฆ่า เอกสารขาดชำรุด หรือหมดอายุจะไม่สามารถใช้ได้"
421,"คำถาม: สำเนาบัตรประชาชนที่ใช้แนบในการกู้ยืม กยศ. ต้องเตรียมอย่างไร คำตอบ: บัตรประชาชนต้องไม่หมดอายุ ให้ถ่ายเอกสารสำเนาเฉพาะด้านหน้าบัตรลงบนกระดาษ A4 สีขาว ข้อมูลต้องชัดเจน เจ้าของเอกสารต้องลงชื่อรับรองสำเนาถูกต้องด้วยตนเองโดยใช้ปากกาลูกลื่นสีน้ำเงิน ห้ามใช้น้ำยาลบคำผิดหรือขีดฆ่า และรูปแบบลายเซ็นต้องเหมือนกันในเอกสารแบบเบิกเงินและสัญญาทุกฉบับ"
422,"คำถาม: ในสัญญากู้ยืมเงินกองทุน กยศ. ตรงช่องวันที่ทำสัญญาต้องเขียนหรือไม่ คำตอบ: ในส่วนของวันที่ทำสัญญา เดือน และ พ.ศ. ที่อยู่มุมซ้ายบนของสัญญากู้ยืมเงิน ไม่ต้องเขียนข้อมูลใดๆ ลงไป"
423,"คำถาม: เอกสารการลงนามสัญญาและแบบเบิกเงิน กยศ. ต้องตรวจสอบจุดใดเป็นพิเศษบ้าง คำตอบ: ต้องตรวจสอบให้แน่ใจว่าบาร์โค้ด (Barcode) มีครบทุกช่อง ต้องเขียนวันออกบัตรและวันหมดอายุของบัตรประชาชนให้ชัดเจน และต้องตรวจสอบจำนวนเงินค่าเทอมและค่าครองชีพรายเดือนให้ถูกต้อง"
424,"คำถาม: เอกสารที่ต้องนำส่งสำหรับ กยศ. มีอะไรบ้าง คำตอบ: เอกสารที่ต้องนำส่งประกอบด้วย 1. สัญญา 2. แบบเบิกเงินกู้ยืม 3. สำเนาบัตรประชาชนนิสิต และ 4. สำเนาบัตรประชาชนผู้ปกครอง ในกรณีที่นิสิตอายุไม่ถึง 20 ปี"
425,"คำถาม: ทำไมนิสิตกู้ยืม กยศ. บางรายถึงไม่ต้องเข้ารับการสัมภาษณ์ คำตอบ: นิสิตที่ไม่ต้องสัมภาษณ์ คือ นิสิตหลักสูตรคู่ขนานปีสุดท้าย ที่ได้ทำสัญญากับมหาวิทยาลัยพะเยาเรียบร้อยแล้ว"
426,"คำถาม: คนที่เคยสัมภาษณ์ กยศ. ไปแล้วแต่ยังไม่ได้รับการกู้ยืม ต้องสัมภาษณ์ใหม่หรือไม่ และจะดาวน์โหลดเอกสารได้จากไหน คำตอบ: ผู้ที่เคยสัมภาษณ์แล้วไม่ต้องสัมภาษณ์ใหม่ หากมีการพิจารณา มหาวิทยาลัยจะใช้คะแนนในการสัมภาษณ์ครั้งก่อนมาพิจารณา สำหรับเอกสาร กยศ. 101 และหนังสือรับรองรายได้ สามารถดาวน์โหลดผ่านลิงก์ที่มหาวิทยาลัยกำหนดไว้ในประกาศ"
427,"คำถาม: หากไม่มีรายชื่อผู้มีสิทธิ์กู้ยืม กยศ. ต้องทำอย่างไร คำตอบ: ถ้าเป็นผู้กู้ยืมรายใหม่ที่เคยสัมภาษณ์แล้วจะไม่มีรายชื่อ หากมีการพิจารณาจะใช้คะแนนในการสัมภาษณ์ครั้งก่อนมาเป็นคะแนนให้ หรือให้นิสิตติดต่อห้องงานทุนการศึกษา"
428,"คำถาม: กรณีไม่มีรูปถ่ายบ้านสำหรับแนบเอกสาร กยศ. ต้องทำอย่างไร คำตอบ: ให้ทำแผนผังแสดงที่ตั้งของที่อยู่อาศัย โดยแนบเฉพาะแผนที่ ไม่ต้องแนบรูปถ่ายที่อยู่อาศัย"
429,"คำถาม: ผู้กู้ยืม กยศ. ที่เคยกู้จากโรงเรียนเดิมจะสามารถกู้ยืมต่อที่มหาวิทยาลัยได้ทุกคนหรือไม่ คำตอบ: ขึ้นอยู่กับการจัดสรรวงเงินการให้กู้ยืมจากกองทุนว่ามีจำนวนเท่าไหร่และเพียงพอหรือไม่ ทั้งนี้นิสิตต้องดำเนินการตามขั้นตอนที่มหาวิทยาลัยกำหนด"
430,"คำถาม: ผู้กู้ยืมรายเก่าจากโรงเรียนเดิม (รายใหม่ของมหาวิทยาลัย) ต้องเข้ารับการสัมภาษณ์ด้วยหรือไม่ คำตอบ: ต้องสัมภาษณ์ เนื่องจากการจัดสรรวงเงินให้กู้ยืมอาจจะมีไม่เพียงพอกับจำนวนผู้ประสงค์ขอกู้ยืม"
431,"คำถาม: สาขาวิชาใดบ้างที่ไม่สามารถกู้ยืม กยศ. ได้ในปีการศึกษา 2568 คำตอบ: ตามประกาศคณะกรรมการกองทุนฯ มี 3 สาขาวิชาที่ไม่สามารถกู้ได้ในปีการศึกษา 2568 คือ นิติศาสตร์ วิทยาศาสตร์การกีฬา และเทคโนโลยีการเกษตร เนื่องจากกองทุนได้ประกาศสาขาวิชาก่อนที่หลักสูตรจะได้รับการอนุมัติ ทั้งนี้นิสิตสามารถยื่นกู้ยืมได้ในปีถัดไป"
432,"คำถาม: ก่อนการกดยืนยันการกู้ยืม กยศ. ในระบบ นิสิตควรตรวจสอบการแนบเอกสารในเรื่องใดบ้าง คำตอบ: นิสิตควรตรวจสอบดังนี้ 1. เอกสารต้องมีความชัดเจน ไม่เลือนลาง ถ่ายภาพหรือสแกนเฉพาะตัวเอกสารโดยไม่มีพื้นหลังติดมา 2. รายได้ที่ระบุในระบบต้องตรงกับหนังสือรับรองรายได้ 3. หนังสือยินยอมเปิดเผยข้อมูลต้องระบุข้อความตรงเขียนที่ให้เรียบร้อย"
433,"คำถาม: การแนบไฟล์หนังสือให้ความยินยอมเปิดเผยข้อมูลและเอกสารรับรองรายได้ในระบบ กยศ. ต้องแนบเอกสารใดบ้าง คำตอบ: ในช่องหนังสือให้ความยินยอมเปิดเผยข้อมูล ให้แนบทั้งหนังสือยินยอมเปิดเผยข้อมูลและสำเนาบัตรประชาชนของผู้กู้ยืม ส่วนช่องหนังสือรับรองรายได้ หากใช้แบบ กยศ. 102 ต้องแนบสำเนาบัตรข้าราชการของผู้รับรองรายได้มาด้วย โดยต้องถ่ายให้เห็นวันหมดอายุของบัตรข้าราชการให้ชัดเจน"
434,"คำถาม: การยื่นแบบเบิกเงิน กยศ. ภาคเรียนที่ 2 ปีการศึกษา 2568 ต้องเตรียมเอกสารและมีกำหนดการอย่างไร คำตอบ: ให้กรอกจำนวนเงินตามค่าธรรมเนียมการศึกษาของนิสิต (นิสิตคู่ขนานกู้ได้เพียงสาขาวิชาเดียว) โดยเอกสารที่ต้องส่งประกอบด้วย 1. แบบเบิกเงิน 2. สำเนาบัตรประชาชนนิสิต 3. สำเนาบัตรประชาชนผู้ปกครอง (กรณีอายุไม่ถึง 20 ปีบริบูรณ์) กำหนดส่งแบบเบิกเงินที่ห้องงานทุนการศึกษา วันที่ 1-10 ตุลาคม 2568 และสามารถตรวจสอบรายชื่อผู้มีสิทธิผ่อนผันได้ในวันที่ 14-18 ตุลาคม 2568"
435,"คำถาม: หากสถานะการกู้ยืมในระบบ DSL ขึ้นว่า อยู่ระหว่างกองทุนพิจารณาอนุมัติ นิสิตต้องทำอย่างไรและส่งเอกสารได้ถึงวันไหน คำตอบ: ให้นิสิตรอผลการพิจารณาจากกองทุน เนื่องจากกองทุนเป็นผู้พิจารณาให้กับผู้กู้ทั้งประเทศซึ่งอาจใช้ระยะเวลา และมหาวิทยาลัยไม่สามารถยืนยันวันที่หรือผลการอนุมัติได้ ทั้งนี้มหาวิทยาลัยได้ขยายเวลารับเอกสารสัญญาและแบบยืนยันสำหรับภาคเรียนที่ 1 ไม่เกินวันที่ 29 กันยายน 2568"
436,"คำถาม: การกู้ยืม กยศ. กรณีเกินหลักสูตร ประจำปีการศึกษา 2568 ต้องดำเนินการและแนบเอกสารอะไรบ้าง คำตอบ: ให้นิสิตยื่นกู้ยืมในระบบ DSL (กยศ. Connect) โดยแนบเอกสาร 1. เอกสาร UP 23 จากระบบ Reg 2. หนังสือรับรองรายวิชาที่เหลือ ให้อาจารย์ที่ปรึกษาลงนาม 3. ระบุสาเหตุที่ไม่สำเร็จการศึกษาตามข้อเท็จจริง จากนั้นรอกองทุนพิจารณาอนุมัติ หากอนุมัติจะมีข้อความแจ้งทางแอป ให้นิสิตจัดทำแบบเบิกเงินมาส่งที่ห้องงานทุนการศึกษา โดยให้ดำเนินการให้ด่วนที่สุดเพราะกองทุนพิจารณาเป็นรอบๆ"
437,"คำถาม: การส่งแบบเบิกเงิน กยศ. ภาคเรียนที่ 2 แบ่งกลุ่มผู้กู้ยืมและมีกำหนดการส่งเอกสารอย่างไรบ้าง คำตอบ: กยศ. แบ่งผู้กู้ออกเป็น 4 กลุ่ม คือ 1. รายเก่าปี 2-6 หรือรายใหม่ที่อนุมัติก่อนวันที่ 1 ต.ค. 2568 ให้ส่งแบบเบิกเงินวันที่ 1-10 ต.ค. 2568 (รอบเก็บตก 14 ต.ค. 2568) หากส่งช้ากว่ากำหนดจะไม่มีสิทธิ์ผ่อนผันค่าเล่าเรียน 2. รายใหม่ที่อนุมัติวันที่ 12 ต.ค. 2568 ให้ดำเนินการตามประกาศการอนุมัติเพิ่มเติมทางเพจ กยศ. 3. ผู้ที่อยู่ระหว่างกองทุนพิจารณาอนุมัติ ให้รอติดตามประกาศ 4. ผู้กู้เกินหลักสูตร ให้รอติดตามประกาศ"
438,"คำถาม: กระบวนการโอนเงิน กยศ. มีขั้นตอนอย่างไร และเงินค่าเทอมกับค่าครองชีพจะได้เมื่อไหร่ คำตอบ: 1. สแกนและจัดเตรียมเอกสารเข้าสู่ระบบ 2. นำเอกสารส่งให้ธนาคารตรวจสอบ 3. กองทุนโอนเงินค่าครองชีพงวดแรกเข้าบัญชีภายใน 7 วัน หลังจากมหาวิทยาลัยยืนยันแบบเบิกเงินในระบบ 4. ธนาคารตรวจสอบเอกสารใช้เวลา 1-2 เดือน หากถูกต้องจะโอนเงินงวดต่อไป หากต้องแก้ไขต้องส่งเอกสารใหม่ 5. มหาวิทยาลัยโอนเงินค่าเทอมคืนให้นิสิต โดยเงินจะโอนมาที่มหาวิทยาลัยทุกวันที่ 5 15 และ 25 ของเดือน กรณีนิสิตสำรองจ่ายจะได้รับเงินคืนประมาณ 1 เดือน หากได้ผ่อนผันจะถูกตัดยอดกับมหาวิทยาลัย"
439,"คำถาม: กรณีที่มีปัญหารายวิชาที่ลงทะเบียนเรียนถูกถอนออกทั้งหมด (รายวิชาหาย) ต้องแก้ไขอย่างไร คำตอบ: แบ่งเป็น 2 กรณี 1. นิสิตที่ได้รับการอนุมัติให้ทำสัญญาในวันที่ 28-29 ตุลาคม 2568 แต่ไม่ได้ยื่นผ่อนผันค่าเทอมด้วย UP 18 ต้องลงทะเบียนเรียนใหม่ในวันที่ 4-14 พฤศจิกายน 2568 (มีค่าปรับวันละ 25 บาท) ขอผ่อนผันค่าเทอมด้วย UP 18 และส่งเอกสารสัญญาไม่เกินวันที่ 7 พฤศจิกายน 2568 จากนั้นหน่วย กยศ. จะยกเลิก UP 18 และผ่อนผันด้วย กยศ. ให้ 2. นิสิตที่ไม่ได้ตรวจสอบรายชื่อผู้มีสิทธิ์ผ่อนผันค่าเทอมตามกำหนด ต้องลงทะเบียนเรียนใหม่ ชำระค่าเทอมด้วยตนเอง หรือขอผ่อนผันด้วย UP 18 และเมื่อ กยศ. โอนเงินมายังมหาวิทยาลัย นิสิตจะได้รับเงินคืน แต่จะไม่มีการผ่อนผันด้วย กยศ. ให้"
440,"คำถาม: การดำเนินการทำแบบเบิกเงิน กยศ. ภาคเรียนที่ 2 สำหรับกลุ่มที่ได้รับการอนุมัติวันที่ 12 ตุลาคม 2568 ต้องทำอย่างไร คำตอบ: กลุ่มนี้อยู่ระหว่างรอการนำสัญญาเข้าสู่ระบบ ถ้านิสิตได้รับข้อความ สัญญาถูกยืนยันเรียบร้อยแล้ว ให้เข้าทำแบบเบิกเงินภาคเรียนที่ 2 ปีการศึกษา 2568 ทันที เอกสารที่ต้องส่งประกอบด้วย 1. แบบเบิกเงินกู้ยืม 2. สำเนาบัตรประชาชนนิสิต 3. สำเนาบัตรประชาชนผู้ปกครอง (กรณีอายุไม่ถึง 20 ปี) โดยสามารถส่งได้ทันทีหรือนำมาส่งช่วงเปิดเทอม แต่ต้องไม่เกินวันที่ 7 พฤศจิกายน 2568 ที่งานทุนการศึกษา อาคารสงวนเสริมศรี มหาวิทยาลัยพะเยา"
441,"คำถาม: นิสิตทุกคนต้องดำเนินการกู้ยืมภาคเรียนที่ 2 ปีการศึกษา 2568 อย่างไรบ้าง คำตอบ: กรณี 1 ยังไม่ได้ส่งแบบเบิกเงิน ภาคเรียนที่ 2 ให้ดำเนินการทำแบบเบิกเงินและนำส่ง ไม่เกิน 19 พ.ย. 68 กรณี 2 ส่งแบบเบิกเงินแล้ว แต่มหาวิทยาลัยยังไม่ได้ยืนยันในระบบ ให้นิสิตรอก่อน มหาวิทยาลัยอยู่ระหว่างดำเนินการยืนยันเอกสาร กรณี 3 ส่งแบบเบิกเงินแล้วและเอกสารผิด ให้ติดตามทางเพจ กยศ. มหาวิทยาลัยพะเยา เพื่อทำการแก้ไขและนำส่ง ไม่เกิน 19 พ.ย. 68"
442,"คำถาม: หากสถานะในระบบ กยศ. ขึ้นว่า อยู่ระหว่างรอนาม หลังจากที่มหาวิทยาลัยยืนยันแบบเบิกเงินภาคเรียนที่ 2 ครบทุกคนแล้ว ต้องทำอย่างไร คำตอบ: ให้นิสิตดำเนินการส่งเอกสารชุดใหม่ได้ถึงวันที่ 24 พฤศจิกายน 2568 โดยต้องนำมาส่งด้วยตนเองเท่านั้น เอกสารประกอบด้วย 1. แบบเบิกเงินกู้ยืม ภาคเรียนที่ 2 2. สำเนาบัตรประชาชนผู้กู้ยืม 3. สำเนาบัตรประชาชนผู้ปกครอง (กรณีอายุไม่ถึง 20 ปีบริบูรณ์)"
443,"คำถาม: ขั้นตอนการตรวจสอบชั่วโมงกิจกรรมจิตอาสาของผู้กู้ยืม กยศ. ทำอย่างไร คำตอบ: 1. เข้าสู่ระบบ https://studentservices.up.ac.th/ หรือสแกน QR code 2. เลือกระเบียนนิสิต 3. เลือกข้อมูลส่วนตัว 4. เลือกชั่วโมงกิจกรรม 5. ดูจำนวนชั่วโมงจิตอาสาที่จะใช้ยื่นในปีถัดไปตามระยะเวลาที่กำหนด 6. ตรวจสอบจำนวนชั่วโมงรวม โดยต้องมีอย่างน้อย 36 ชั่วโมง จึงจะสามารถกู้ยืมฯ ในปีถัดไปได้"
444,"คำถาม: ผู้กู้ยืม กยศ. ต้องเตรียมตัวอย่างไรสำหรับการผ่อนผันค่าเล่าเรียน คำตอบ: ผู้กู้ยืมที่ส่งสัญญา แบบเบิกเงินตามกำหนด จะได้รับการตรวจสอบสิทธิ์ หากไม่มีเครื่องหมายถูกสีเขียวใน REG ให้ติดต่อหน่วยงานทุนฯ โทร 054666666 ต่อ 6270/6271/6272 หากมีเครื่องหมายถูกแปลว่าได้รับการผ่อนผันเรียบร้อย ส่วนผู้กู้รายใหม่/รายเก่าเปลี่ยนระดับ(ปี 1)/เกินหลักสูตร/คู่ขนานปีสุดท้ายที่อยู่ระหว่างกองทุนพิจารณา ต้องผ่อนผันด้วย UP 18 ใน REG ภายในวันที่ 27 ต.ค. - 3 พ.ย. 68 หรือสำรองจ่าย หากได้รับอนุมัติจะได้รับเงินคืน และผู้กู้ยืมที่ส่งสัญญาไม่ทันตามกำหนด ต้องสำรองจ่ายค่าเทอมด้วยตนเอง และจะได้รับเงินค่าเทอมคืนหลังจากกองทุนโอนเงินให้มหาวิทยาลัย"
